author,poem,words,characters
H. CAREY.,"I would it were ten thousand pound,",7,35
H. CAREY.,"She is the darling of my heart,",7,31
H. CAREY.,"And, but for her, I'd better be",7,31
R. BURNS.,And fill it in a silver tassie;,7,31
R. BURNS.,That I may drink before I go,7,28
R. BURNS.,And I maun leave my bonnie Mary.,7,32
R. BURNS.,"The shouts o' war are heard afar,",7,33
R. BURNS.,Wad make me langer wish to tarry;,7,33
R. BURNS.,Nor shouts o' war that's heard afar—,7,36
GRAHAM OF GARTMORE,I'll wear thy colours in my cap,7,31
GRAHAM OF GARTMORE,O tell me how to woo thee!,7,26
GRAHAM OF GARTMORE,"I'll tend thy chamber door all night,",7,37
GRAHAM OF GARTMORE,"If sweetest sounds can win thine ear,",7,37
GRAHAM OF GARTMORE,"Thy voice I'll steal to woo thysell,",7,36
GRAHAM OF GARTMORE,"Nae maiden lays her skaith to me,",7,33
GRAHAM OF GARTMORE,"For you alone I ride the ring,",7,30
GRAHAM OF GARTMORE,"For you alone I strive to sing,",7,31
GRAHAM OF GARTMORE,O tell me how to woo thee!,7,26
W. COWPER.,"Sweet stream, that winds through yonder glade,",7,46
W. COWPER.,Far from the world's gay busy throng:,7,37
S. ROGERS.,"Sleep on, and dream of Heaven awhile—",7,37
S. ROGERS.,"Tho' shut so close thy laughing eyes,",7,37
S. ROGERS.,Thy rosy lips still wear a smile,7,32
S. ROGERS.,"Ah, now soft blushes tinge her cheeks",7,37
S. ROGERS.,And mantle o'er her neck of snow:,7,33
S. ROGERS.,"Ah, now she murmurs, now she speaks",7,35
S. ROGERS.,What most I wish—and fear to know!,7,34
S. ROGERS.,"She starts, she trembles, and she weeps!",7,40
S. ROGERS.,Her fair hands folded on her breast:,7,36
S. ROGERS.,A seraph in the realms of rest!,7,31
S. ROGERS.,Thy thoughts belong to Heaven and thee:,7,39
S. ROGERS.,And may the secret of thy soul,7,30
J. THOMSON.,And when we meet a mutual heart,7,31
J. THOMSON.,"Come in between, and bid us part?",7,33
J. THOMSON.,And wish and wish the soul away;,7,32
J. THOMSON.,"Till youth and genial years are flown,",7,38
J. THOMSON.,To join the gentle to the rude.,7,31
J. THOMSON.,"For once, O Fortune, hear my prayer,",7,36
M. PRIOR,But with my numbers mix my sighs:,7,33
M. PRIOR,I fix my soul on Cloe's eyes.,7,29
O. GOLDSMITH,"And finds too late that men betray,—",7,36
O. GOLDSMITH,What art can wash her guilt away?,7,33
O. GOLDSMITH,"The only art her guilt to cover,",7,32
O. GOLDSMITH,"To hide her shame from every eye,",7,33
R. BURNS.,Ye banks and braes o' bonnie Doon,7,33
R. BURNS.,"How can ye chant, ye little birds,",7,34
R. BURNS.,"Thou'll break my heart, thou bonnie bird",7,40
R. BURNS.,Thou minds me o' the happy days,7,31
R. BURNS.,"Thou'll break my heart, thou bonnie bird",7,40
R. BURNS.,Aft hae I roved by bonnie Doon,7,30
R. BURNS.,And ilka bird sang o' its love;,7,31
R. BURNS.,"Wi' lightsome heart I pu'd a rose,",7,34
R. BURNS.,"And my fause luver staw the rose,",7,33
T. GRAY.,A thousand rills their mazy progress take:,7,42
T. GRAY.,The laughing flowers that round them blow,7,41
T. GRAY.,Drink life and fragrance as they flow.,7,38
T. GRAY.,"Through verdant vales, and Ceres' golden reign;",7,47
T. GRAY.,And frantic Passions hear thy soft control.,7,43
T. GRAY.,On Thracia's hills the Lord of War,7,34
T. GRAY.,Has curb'd the fury of his car,7,30
T. GRAY.,Quench'd in dark clouds of slumber lie,7,38
T. GRAY.,Where'er she turns the Graces homage pay:,7,41
T. GRAY.,"Labour, and Penury, the racks of Pain,",7,38
T. GRAY.,He gives to range the dreary sky:,7,33
T. GRAY.,"Where shaggy forms o'er ice-built mountains roam,",7,49
T. GRAY.,The Muse has broke the twilight gloom,7,37
T. GRAY.,To cheer the shivering native's dull abode.,7,43
T. GRAY.,"Th' unconquerable Mind, and Freedom's holy flame.",7,49
T. GRAY.,"Mute, but to the voice of anguish!",7,34
T. GRAY.,Left their Parnassus for the Latian plains.,7,43
T. GRAY.,"When Latium had her lofty spirit lost,",7,38
T. GRAY.,To him the mighty Mother did unveil,7,35
T. GRAY.,"Stretch'd forth his little arms, and smiled.",7,44
T. GRAY.,"Thine, too, these golden keys, immortal Boy!",7,44
T. GRAY.,This can unlock the gates of Joy;,7,33
T. GRAY.,The secrets of the Abyss to spy:,7,32
T. GRAY.,Wide o'er the fields of Glory bear,7,34
T. GRAY.,"Thoughts that breathe, and words that burn.",7,43
T. GRAY.,"With orient hues, unborrow'd of the sun:",7,40
T. GRAY.,Beyond the limits of a vulgar fate:,7,35
W. COLLINS.,"While yet in early Greece she sung,",7,35
W. COLLINS.,"The Passions oft, to hear her shell,",7,36
W. COLLINS.,By turns they felt the glowing mind,7,35
W. COLLINS.,"And, as they oft had heard apart",7,32
W. COLLINS.,"And back recoil'd, he knew not why,",7,35
W. COLLINS.,E'en at the sound himself had made.,7,35
W. COLLINS.,"Next Anger rush'd, his eyes on fire,",7,36
W. COLLINS.,And swept with hurried hand the strings.,7,40
W. COLLINS.,Still would her touch the strain prolong;,7,41
W. COLLINS.,"And, where her sweetest theme she chose,",7,40
W. COLLINS.,"Thy numbers, Jealousy, to nought were fix'd:",7,44
W. COLLINS.,"In notes by distance made more sweet,",7,37
W. COLLINS.,"When Cheerfulness, a nymph of healthiest hue,",7,45
W. COLLINS.,"The oak-crown'd Sisters and their chaste-eyed Queen,",7,52
W. COLLINS.,Shook thousand odours from his dewy wings.,7,42
W. COLLINS.,Can well recall what then it heard.,7,35
W. COLLINS.,"'Tis said and I believe the tale,",7,33
W. COLLINS.,"Than all which charms this laggard age,",7,39
T. GRAY.,Cool Zephyrs through the clear blue sky,7,39
T. GRAY.,"How vain the ardour of the Crowd,",7,33
T. GRAY.,"How low, how little, are the Proud,",7,35
T. GRAY.,Still is the toiling hand of Care;,7,34
T. GRAY.,"Yet hark, how thro' the peopled air",7,35
T. GRAY.,"The insect youth are on the wing,",7,33
T. GRAY.,"Brush'd by the hand of rough Mischance,",7,39
T. GRAY.,"Or chill'd by Age, their airy dance",7,35
T. GRAY.,"No hive hast thou of hoarded sweets,",7,36
T. GRAY.,On hasty wings thy youth is flown;,7,34
W. COWPER.,The blackbird has fled to another retreat,7,41
W. COWPER.,Resounds with his sweet-flowing ditty no more.,7,46
W. COWPER.,"My fugitive years are all hasting away,",7,39
R. BURNS.,O what a panic's in thy breastie!,7,33
R. BURNS.,"Thou need na start awa sae hasty,",7,33
R. BURNS.,"What then? poor beastie, thou maun live!",7,40
R. BURNS.,"I'll get a blessin wi' the lave,",7,32
R. BURNS.,"Thy wee bit housie, too, in ruin!",7,33
R. BURNS.,It's silly wa's the win's are strewin!,7,38
R. BURNS.,Has cost thee mony a weary nibble!,7,34
R. BURNS.,"But, Mousie, thou art no thy lane,",7,34
R. BURNS.,"Still thou art blest, compared wi' me!",7,38
R. BURNS.,"But, och! I backward cast my e'e.",7,33
S. ROGERS.,Mine be a cot beside the hill;,7,30
S. ROGERS.,A bee-hive's hum shall sooth my ear;,7,36
S. ROGERS.,"A willowy brook that turns a mill,",7,34
S. ROGERS.,With many a fall shall linger near.,7,35
S. ROGERS.,"Oft shall the pilgrim lift the latch,",7,37
S. ROGERS.,"And share my meal, a welcome guest.",7,35
S. ROGERS.,Each fragrant flower that drinks the dew;,7,41
S. ROGERS.,"And Lucy, at her wheel, shall sing",7,34
S. ROGERS.,With merry peals shall swell the breeze,7,39
S. ROGERS.,And point with taper spire to Heaven.,7,37
W. COLLINS.,"O Nymph reserved,—while now the bright-hair'd sun",7,49
W. COLLINS.,"Against the pilgrim borne in heedless hum,—",7,43
W. COLLINS.,"Whose numbers, stealing through thy dark'ning vale,",7,51
W. COLLINS.,May not unseemly with its stillness suit;,7,41
W. COLLINS.,"His paly circlet, at his warning lamp",7,37
W. COLLINS.,"And bathe thy breathing tresses, meekest Eve!",7,45
W. COLLINS.,"Or Winter, yelling through the troublous air,",7,45
W. COLLINS.,"So long, regardful of thy quiet rule,",7,37
T. GRAY.,"The ploughman homeward plods his weary way,",7,43
T. GRAY.,And drowsy tinklings lull the distant folds:,7,44
T. GRAY.,"Beneath those rugged elms, that yew-tree's shade,",7,49
T. GRAY.,The rude Forefathers of the hamlet sleep.,7,41
T. GRAY.,"The swallow twittering from the straw-built shed,",7,49
T. GRAY.,Or busy housewife ply her evening care:,7,39
T. GRAY.,"Let not Ambition mock their useful toil,",7,40
T. GRAY.,Nor Grandeur hear with a disdainful smile,7,41
T. GRAY.,"Can Honour's voice provoke the silent dust,",7,43
T. GRAY.,Perhaps in this neglected spot is laid,7,38
T. GRAY.,Some heart once pregnant with celestial fire;,7,45
T. GRAY.,Or waked to ecstasy the living lyre:,7,36
T. GRAY.,The dark unfathom'd caves of ocean bear:,7,40
T. GRAY.,"The little tyrant of his fields withstood,",7,42
T. GRAY.,"Some mute inglorious Milton here may rest,",7,42
T. GRAY.,"Some Cromwell, guiltless of his country's blood.",7,48
T. GRAY.,"Th' applause of listening senates to command,",7,45
T. GRAY.,"To scatter plenty o'er a smiling land,",7,38
T. GRAY.,"Their growing virtues, but their crimes confined;",7,49
T. GRAY.,"To quench the blushes of ingenuous shame,",7,41
T. GRAY.,With incense kindled at the Muse's flame.,7,41
T. GRAY.,Far from the madding crowd's ignoble strife,7,43
T. GRAY.,Their sober wishes never learn'd to stray;,7,42
T. GRAY.,Along the cool sequester'd vale of life,7,39
T. GRAY.,"With uncouth rhymes and shapeless sculpture deck'd,",7,51
T. GRAY.,Implores the passing tribute of a sigh.,7,39
T. GRAY.,The place of fame and elegy supply:,7,35
T. GRAY.,That teach the rustic moralist to die.,7,38
T. GRAY.,"For who, to dumb forgetfulness a prey,",7,38
T. GRAY.,"Nor cast one longing, lingering look behind?",7,44
T. GRAY.,Some pious drops the closing eye requires;,7,42
T. GRAY.,"Some kindred spirit shall inquire thy fate,—",7,44
T. GRAY.,"Brushing with hasty steps the dews away,",7,40
T. GRAY.,Muttering his wayward fancies he would rove;,7,44
T. GRAY.,"Another came; nor yet beside the rill,",7,38
T. GRAY.,And Melancholy mark'd him for her own.,7,38
T. GRAY.,Heaven did a recompense as largely send:,7,40
T. GRAY.,"No farther seek his merits to disclose,",7,39
T. GRAY.,"(There they alike in trembling hope repose),",7,44
R. BURNS.,"It is the wish'd, the trysted hour!",7,35
R. BURNS.,Those smiles and glances let me see,7,35
R. BURNS.,"How blythely wad I bide the stoure,",7,35
R. BURNS.,"A weary slave frae sun to sun,",7,30
R. BURNS.,"The dance gaed thro' the lighted ha',",7,37
R. BURNS.,"To thee my fancy took its wing,—",7,32
R. BURNS.,"I sat, but neither heard nor saw:",7,33
R. BURNS.,"I sigh'd, and said amang them a',",7,33
R. BURNS.,"O Mary, canst thou wreck his peace",7,34
R. BURNS.,Wha for thy sake wad gladly dee?,7,32
R. BURNS.,At least be pity to me shown;,7,29
R. BURNS.,"To see her is to love her,",7,26
R. BURNS.,"For nature made her what she is,",7,32
R. BURNS.,"The deil he could na scaith thee,",7,33
R. BURNS.,That ill they'll ne'er let near thee.,7,37
R. BURNS.,"As fair art thou, my bonnie lass,",7,33
R. BURNS.,And the rocks melt wi' the sun;,7,31
R. BURNS.,"I will luve thee still, my dear,",7,32
R. BURNS.,While the sands o' life shall run.,7,34
R. BURNS.,"And fare thee weel, my only Luve!",7,33
R. BURNS.,"And I will come again, my Luve",7,30
R. BURNS.,Ye banks and braes and streams around,7,37
R. BURNS.,For there I took the last fareweel,7,34
R. BURNS.,"How sweetly bloom'd the gay green birk,",7,39
R. BURNS.,Wi' mony a vow and lock'd embrace,7,33
R. BURNS.,"O pale, pale now, those rosy lips,",7,34
R. BURNS.,And closed for aye the sparkling glance,7,39
LADY A. LINDSAY.,While my gudeman lies sound by me.,7,34
LADY A. LINDSAY.,And auld Robin Gray came a-courtin' me.,7,39
R. BURNS.,"Grat his een baith bleert and blin',",7,36
R. BURNS.,"Time and chance are but a tide,",7,31
R. BURNS.,"Shall I, like a fool, quoth he,",7,31
W. J. MICKLE.,"For there's nae luck about the house,",7,37
W. J. MICKLE.,For I maun tell the baillie's wife,7,34
W. J. MICKLE.,"Rise, lass, and mak a clean fireside,",7,37
W. J. MICKLE.,"It's a' to please my ain gudeman,",7,33
W. J. MICKLE.,There's twa fat hens upo' the coop,7,34
W. J. MICKLE.,"Mak haste and thraw their necks about,",7,38
W. J. MICKLE.,"And spread the table neat and clean,",7,36
W. J. MICKLE.,For wha can tell how Colin fared,7,32
W. J. MICKLE.,And will I see his face again?,7,30
W. J. MICKLE.,"And will I see his face again,",7,30
W. J. MICKLE.,"For there's nae luck about the house,",7,37
R. BURNS.,"There wild woods grow, and rivers row,",7,38
R. BURNS.,But day and night my fancy's flight,7,35
R. BURNS.,"I see her in the dewy flowers,",7,30
R. BURNS.,"I hear her in the tunefu' birds,",7,32
R. BURNS.,"There's not a bonnie flower that springs,",7,41
R. BURNS.,There's not a bonnie bird that sings,7,36
R. BURNS.,"O blaw ye westlin winds, blaw saft",7,34
R. BURNS.,"Wi' balmy gale, frae hill and dale",7,34
R. BURNS.,And bring the lassie back to me,7,31
R. BURNS.,"Ae smile o' her wad banish care,",7,32
R. BURNS.,What sighs and vows amang the knowes,7,36
R. BURNS.,"But now your brow is bald, John,",7,32
LADY NAIRN.,"Ye were aye leal and true, Jean,",7,32
LADY NAIRN.,"She was baith guid and fair, Jean;",7,34
LADY NAIRN.,"My soul langs to be free, Jean,",7,31
LADY NAIRN.,"Now fare ye weel, my ain Jean",7,29
T. GRAY.,"And ye, that from the stately brow",7,34
T. GRAY.,"Of grove, of lawn, of mead survey,",7,34
T. GRAY.,"Whose turf, whose shade, whose flowers among",7,44
T. GRAY.,"My weary soul they seem to soothe,",7,34
T. GRAY.,"Say, Father Thames, for thou hast seen",7,38
T. GRAY.,"Still as they run they look behind,",7,35
T. GRAY.,They hear a voice in every wind,7,31
T. GRAY.,"Gay Hope is theirs by fancy fed,",7,32
T. GRAY.,"The tear forgot as soon as shed,",7,32
T. GRAY.,Yet see how all around 'em wait,7,31
T. GRAY.,Ah shew them where in ambush stand,7,34
T. GRAY.,"To seize their prey, the murderous band!",7,40
T. GRAY.,"Or pining Love shall waste their youth,",7,39
T. GRAY.,"The stings of Falsehood those shall try,",7,40
T. GRAY.,"Lo, in the Vale of Years beneath",7,32
T. GRAY.,"That numbs the soul with icy hand,",7,34
T. GRAY.,"To each his sufferings: all are men,",7,36
T. GRAY.,"With pangs unfelt before, unpitied and alone.",7,45
T. GRAY.,To thee he gave the heavenly birth,7,34
T. GRAY.,And bade to form her infant mind.,7,33
T. GRAY.,With patience many a year she bore:,7,35
T. GRAY.,"What sorrow was, thou bad'st her know,",7,38
T. GRAY.,And leave us leisure to be good.,7,32
T. GRAY.,"Light they disperse, and with them go",7,37
T. GRAY.,"With leaden eye, that loves the ground,",7,39
T. GRAY.,And Pity dropping soft the sadly-pleasing tear.,7,47
T. GRAY.,(As by the impious thou art seen),7,33
T. GRAY.,"Despair, and fell Disease, and ghastly Poverty:",7,47
T. GRAY.,"To soften, not to wound my heart.",7,33
T. GRAY.,"Teach me to love and to forgive,",7,32
W. COWPER.,I am monarch of all I survey;,7,29
W. COWPER.,My right there is none to dispute;,7,34
W. COWPER.,That sages have seen in thy face?,7,33
W. COWPER.,Better dwell in the midst of alarms,7,35
W. COWPER.,Never hear the sweet music of speech;,7,37
W. COWPER.,The beasts that roam over the plain,7,35
W. COWPER.,How soon would I taste you again!,7,33
W. COWPER.,"In the ways of religion and truth,",7,34
W. COWPER.,"Might learn from the wisdom of age,",7,35
W. COWPER.,A wish or a thought after me?,7,29
W. COWPER.,"Compared with the speed of its flight,",7,38
W. COWPER.,"Even here is a season of rest,",7,30
W. COWPER.,"An eloquence scarce given to mortals, new",7,41
W. COWPER.,"And undebased by praise of meaner things,",7,41
W. COWPER.,A chronicle of actions just and bright—,7,39
W. COWPER.,The twentieth year is well nigh past,7,36
W. COWPER.,"'Twas my distress that brought thee low,",7,40
W. COWPER.,"Now rust disused, and shine no more;",7,36
W. COWPER.,"The same kind office for me still,",7,34
W. COWPER.,"Thy sight now seconds not thy will,",7,35
W. COWPER.,"But well thou play'dst the housewife's part,",7,44
W. COWPER.,And all thy threads with magic art,7,34
W. COWPER.,"Yet me they charm, whate'er the theme,",7,38
W. COWPER.,Are still more lovely in my sight,7,33
W. COWPER.,What sight worth seeing could I see?,7,36
W. COWPER.,That now at every step thou mov'st,7,34
W. COWPER.,"Upheld by two; yet still thou lov'st,",7,37
W. COWPER.,"In wintry age to feel no chill,",7,31
W. COWPER.,"With me is to be lovely still,",7,30
W. COWPER.,But ah! by constant heed I know,7,31
W. COWPER.,How oft the sadness that I show,7,31
W. COWPER.,"Transforms thy smiles to looks of woe,",7,38
W. COWPER.,And should my future lot be cast,7,32
W. COWPER.,Thy worn-out heart will break at last—,7,38
G. SEWELL.,"From tree to tree, with doubtful cheer,",7,39
G. SEWELL.,When thou before that year shalt end?,7,37
G. SEWELL.,"As low, as earthy, and as blind.",7,32
G. SEWELL.,Vain wretch! canst thou expect to see,7,37
G. SEWELL.,The downy peach make court to thee?,7,35
G. SEWELL.,Or that thy sense shall ever meet,7,33
G. SEWELL.,Thy evenings then will all be past!,7,35
G. SEWELL.,"All must be left when Death appears,",7,36
G. SEWELL.,"In spite of wishes, groans, and tears;",7,38
COLLINS.,May my lot no less fortunate be,7,31
COLLINS.,As the sunshine or rain may prevail;,7,36
COLLINS.,By the sound of a murmuring rill:,7,33
COLLINS.,And let them spread the table to-morrow.,7,40
A L. BARBAULD,"Life! I know not what thou art,",7,31
A L. BARBAULD,I own to me's a secret yet.,7,27
A L. BARBAULD,"Perhaps 'twill cost a sigh, a tear;",7,35
J. KEATS.,And many goodly states and kingdoms seen;,7,41
J. KEATS.,Round many western islands have I been,7,38
J. KEATS.,Which bards in fealty to Apollo hold.,7,37
J. KEATS.,That deep-brow'd Homer ruled as his demesne:,7,44
J. KEATS.,Ye have left your souls on earth!,7,33
J. KEATS.,With the spheres of sun and moon;,7,33
